Produce_Variety,Commodity_Type,Unit,Volume_in_Kgs,Values_in_Ksh,Date
Legumes,Cowpeas,Bag,90,KES5101.00,2/1/2013 0:00
Legumes,Fresh Peas,Bag,51,KES3422.00,2/1/2013 0:00
Legumes,Groundnuts,Bag,110,KES10326.00,2/1/2013 0:00
Roots & Tubers,Red Irish Potatoes,Bag,110,KES3143.00,2/1/2013 0:00
Roots & Tubers,White Irish Potatoes,Bag,110,KES2892.00,2/1/2013 0:00
Roots & Tubers,Cassava Fresh,Bag,99,KES1685.00,2/1/2013 0:00
Roots & Tubers,Sweet Potatoes,Bag,98,KES3140.00,2/1/2013 0:00
Cereals,Dry Maize,Bag,90,KES2880.00,3/1/2013 0:00
Cereals,Green Maize,Ext Bag,115,KES2840.00,3/1/2013 0:00
Cereals,Finger Millet,Bag,90,KES5890.00,3/1/2013 0:00
Cereals,Sorghum,Bag,90,KES3605.00,3/1/2013 0:00
Cereals,Wheat,Bag,90,KES3911.00,3/1/2013 0:00
Legumes,Beans Canadian,Bag,90,KES5475.00,3/1/2013 0:00
Legumes,Beans Rosecoco,Bag,90,KES5712.00,3/1/2013 0:00
Legumes,Beans Mwitemania,Bag,90,KES5241.00,3/1/2013 0:00
Legumes,Mwezi Moja,Bag,90,KES5529.00,3/1/2013 0:00
Legumes,Dolichos (Njahi),Bag,90,KES7473.00,3/1/2013 0:00
Legumes,Green Gram,Bag,90,KES7352.00,3/1/2013 0:00
Legumes,Cowpeas,Bag,90,KES6005.00,3/1/2013 0:00
Legumes,Fresh Peas,Bag,51,KES2908.00,3/1/2013 0:00
Legumes,Groundnuts,Bag,110,KES10938.00,3/1/2013 0:00
Roots & Tubers,Red Irish Potatoes,Bag,110,KES2987.00,3/1/2013 0:00
Roots & Tubers,White Irish Potatoes,Bag,110,KES2854.00,3/1/2013 0:00
Roots & Tubers,Cassava Fresh,Bag,99,KES1941.00,3/1/2013 0:00
Roots & Tubers,Sweet Potatoes,Bag,98,KES2645.00,3/1/2013 0:00
Cereals,Dry Maize,Bag,90,KES2837.00,4/1/2013 0:00
Cereals,Green Maize,Ext Bag,115,KES3006.00,4/1/2013 0:00
Cereals,Finger Millet,Bag,90,KES5929.00,4/1/2013 0:00
Cereals,Sorghum,Bag,90,KES3554.00,4/1/2013 0:00
Cereals,Wheat,Bag,90,KES4024.00,4/1/2013 0:00
Legumes,Beans Canadian,Bag,90,KES5822.00,4/1/2013 0:00
Legumes,Beans Rosecoco,Bag,90,KES6202.00,4/1/2013 0:00
Legumes,Beans Mwitemania,Bag,90,KES5602.00,4/1/2013 0:00
Legumes,Mwezi Moja,Bag,90,KES5774.00,4/1/2013 0:00
Legumes,Dolichos (Njahi),Bag,90,KES7780.00,4/1/2013 0:00
Legumes,Green Gram,Bag,90,KES7819.00,4/1/2013 0:00
Legumes,Cowpeas,Bag,90,KES5352.00,4/1/2013 0:00
Legumes,Fresh Peas,Bag,51,KES2852.00,4/1/2013 0:00
Legumes,Groundnuts,Bag,110,KES12269.00,4/1/2013 0:00
Roots & Tubers,Red Irish Potatoes,Bag,110,KES2671.00,4/1/2013 0:00
Roots & Tubers,White Irish Potatoes,Bag,110,KES2653.00,4/1/2013 0:00
Roots & Tubers,Cassava Fresh,Bag,99,KES2102.00,4/1/2013 0:00
Roots & Tubers,Sweet Potatoes,Bag,98,KES2728.00,4/1/2013 0:00
Cereals,Dry Maize,Bag,90,KES2838.00,5/1/2013 0:00
Cereals,Green Maize,Ext Bag,115,KES3847.00,5/1/2013 0:00
Cereals,Finger Millet,Bag,90,KES6321.00,5/1/2013 0:00
Cereals,Sorghum,Bag,90,KES3694.00,5/1/2013 0:00
Cereals,Wheat,Bag,90,KES4365.00,5/1/2013 0:00
Legumes,Beans Canadian,Bag,90,KES6046.00,5/1/2013 0:00
Legumes,Beans Rosecoco,Bag,90,KES6108.00,5/1/2013 0:00
Legumes,Beans Mwitemania,Bag,90,KES5846.00,5/1/2013 0:00
Legumes,Mwezi Moja,Bag,90,KES6432.00,5/1/2013 0:00
Legumes,Dolichos (Njahi),Bag,90,KES7892.00,5/1/2013 0:00
Legumes,Green Gram,Bag,90,KES7514.00,5/1/2013 0:00
Legumes,Cowpeas,Bag,90,KES5755.00,5/1/2013 0:00
Legumes,Fresh Peas,Bag,51,KES4343.00,5/1/2013 0:00
Legumes,Groundnuts,Bag,110,KES12019.00,5/1/2013 0:00
Roots & Tubers,Red Irish Potatoes,Bag,110,KES3240.00,5/1/2013 0:00
Roots & Tubers,White Irish Potatoes,Bag,110,KES3065.00,5/1/2013 0:00
Roots & Tubers,Cassava Fresh,Bag,99,KES2350.00,5/1/2013 0:00
Roots & Tubers,Sweet Potatoes,Bag,98,KES3185.00,5/1/2013 0:00
Cereals,Dry Maize,Bag,90,KES2747.00,6/1/2013 0:00
Cereals,Green Maize,Ext Bag,115,KES3229.00,6/1/2013 0:00
Cereals,Finger Millet,Bag,90,KES6182.00,6/1/2013 0:00
Cereals,Sorghum,Bag,90,KES3507.00,6/1/2013 0:00
Cereals,Wheat,Bag,90,KES4540.00,6/1/2013 0:00
Legumes,Beans Canadian,Bag,90,KES5858.00,6/1/2013 0:00
Legumes,Beans Rosecoco,Bag,90,KES5668.00,6/1/2013 0:00
Legumes,Beans Mwitemania,Bag,90,KES5205.00,6/1/2013 0:00
Legumes,Mwezi Moja,Bag,90,KES6060.00,6/1/2013 0:00
Legumes,Dolichos (Njahi),Bag,90,KES7908.00,6/1/2013 0:00
Legumes,Green Gram,Bag,90,KES7181.00,6/1/2013 0:00
Legumes,Cowpeas,Bag,90,KES5721.00,6/1/2013 0:00
Legumes,Fresh Peas,Bag,51,KES3163.00,6/1/2013 0:00
Legumes,Groundnuts,Bag,110,KES12112.00,6/1/2013 0:00
Roots & Tubers,Red Irish Potatoes,Bag,110,KES3275.00,6/1/2013 0:00
Roots & Tubers,White Irish Potatoes,Bag,110,KES3206.00,6/1/2013 0:00
Roots & Tubers,Cassava Fresh,Bag,99,KES1938.00,6/1/2013 0:00
Roots & Tubers,Sweet Potatoes,Bag,98,KES3259.00,6/1/2013 0:00
Cereals,Dry Maize,Bag,90,KES2722.00,7/1/2013 0:00
Cereals,Green Maize,Ext Bag,115,KES2924.00,7/1/2013 0:00
Cereals,Finger Millet,Bag,90,KES5795.00,7/1/2013 0:00
Cereals,Sorghum,Bag,90,KES3363.00,7/1/2013 0:00
Cereals,Wheat,Bag,90,KES4293.00,7/1/2013 0:00
Legumes,Beans Canadian,Bag,90,KES5459.00,7/1/2013 0:00
Legumes,Beans Rosecoco,Bag,90,KES5489.00,7/1/2013 0:00
Legumes,Beans Mwitemania,Bag,90,KES4997.00,7/1/2013 0:00
Legumes,Mwezi Moja,Bag,90,KES5285.00,7/1/2013 0:00
Legumes,Dolichos (Njahi),Bag,90,KES7576.00,7/1/2013 0:00
Legumes,Green Gram,Bag,90,KES6948.00,7/1/2013 0:00
Legumes,Cowpeas,Bag,90,KES5246.00,7/1/2013 0:00
Legumes,Fresh Peas,Bag,51,KES2614.00,7/1/2013 0:00
Legumes,Groundnuts,Bag,110,KES11216.00,7/1/2013 0:00
Roots & Tubers,Red Irish Potatoes,Bag,110,KES2940.00,7/1/2013 0:00
Roots & Tubers,White Irish Potatoes,Bag,110,KES2916.00,7/1/2013 0:00
Roots & Tubers,Cassava Fresh,Bag,99,KES2004.00,7/1/2013 0:00
Roots & Tubers,Sweet Potatoes,Bag,98,KES2957.00,7/1/2013 0:00
Cereals,Dry Maize,Bag,90,KES2703.00,8/1/2013 0:00
Cereals,Green Maize,Ext Bag,115,KES2475.00,8/1/2013 0:00
Cereals,Finger Millet,Bag,90,KES5767.00,8/1/2013 0:00
Cereals,Sorghum,Bag,90,KES3533.00,8/1/2013 0:00
Cereals,Wheat,Bag,90,KES4084.00,8/1/2013 0:00
Legumes,Beans Canadian,Bag,90,KES5434.00,8/1/2013 0:00
Legumes,Beans Rosecoco,Bag,90,KES5701.00,8/1/2013 0:00
Legumes,Beans Mwitemania,Bag,90,KES4972.00,8/1/2013 0:00
Legumes,Mwezi Moja,Bag,90,KES5086.00,8/1/2013 0:00
Legumes,Dolichos (Njahi),Bag,90,KES7580.00,8/1/2013 0:00
Legumes,Green Gram,Bag,90,KES6925.00,8/1/2013 0:00
Legumes,Cowpeas,Bag,90,KES5026.00,8/1/2013 0:00
Legumes,Fresh Peas,Bag,51,KES2539.00,8/1/2013 0:00
Legumes,Groundnuts,Bag,110,KES10877.00,8/1/2013 0:00
Roots & Tubers,Red Irish Potatoes,Bag,110,KES2950.00,8/1/2013 0:00
Roots & Tubers,White Irish Potatoes,Bag,110,KES2927.00,8/1/2013 0:00
Roots & Tubers,Cassava Fresh,Bag,99,KES1956.00,8/1/2013 0:00
Roots & Tubers,Sweet Potatoes,Bag,98,KES2604.00,8/1/2013 0:00
Cereals,Dry Maize,Bag,90,KES2829.00,9/1/2013 0:00
Cereals,Green Maize,Ext Bag,115,KES2630.00,9/1/2013 0:00
Cereals,Finger Millet,Bag,90,KES5820.00,9/1/2013 0:00
Cereals,Sorghum,Bag,90,KES3471.00,9/1/2013 0:00
Cereals,Wheat,Bag,90,KES4024.00,9/1/2013 0:00
Legumes,Beans Canadian,Bag,90,KES5547.00,9/1/2013 0:00
Legumes,Beans Rosecoco,Bag,90,KES5973.00,9/1/2013 0:00
Legumes,Beans Mwitemania,Bag,90,KES5220.00,9/1/2013 0:00
Legumes,Mwezi Moja,Bag,90,KES5480.00,9/1/2013 0:00
Legumes,Dolichos (Njahi),Bag,90,KES7323.00,9/1/2013 0:00
Legumes,Green Gram,Bag,90,KES7160.00,9/1/2013 0:00
Legumes,Cowpeas,Bag,90,KES5227.00,9/1/2013 0:00
Legumes,Fresh Peas,Bag,51,KES2856.00,9/1/2013 0:00
Legumes,Groundnuts,Bag,110,KES11481.00,9/1/2013 0:00
Roots & Tubers,Red Irish Potatoes,Bag,110,KES3045.00,9/1/2013 0:00
Roots & Tubers,White Irish Potatoes,Bag,110,KES3014.00,9/1/2013 0:00
Roots & Tubers,Cassava Fresh,Bag,99,KES2175.00,9/1/2013 0:00
Roots & Tubers,Sweet Potatoes,Bag,98,KES2655.00,9/1/2013 0:00
Cereals,Dry Maize,Bag,90,KES2943.00,10/1/2013 0:00
Cereals,Green Maize,Ext Bag,115,KES2451.00,10/1/2013 0:00
Cereals,Finger Millet,Bag,90,KES6032.00,10/1/2013 0:00
Cereals,Sorghum,Bag,90,KES3629.00,10/1/2013 0:00
Cereals,Wheat,Bag,90,KES3524.00,10/1/2013 0:00
Legumes,Beans Canadian,Bag,90,KES5984.00,10/1/2013 0:00
Legumes,Beans Rosecoco,Bag,90,KES5943.00,10/1/2013 0:00
Legumes,Beans Mwitemania,Bag,90,KES5366.00,10/1/2013 0:00
Legumes,Mwezi Moja,Bag,90,KES5869.00,10/1/2013 0:00
Legumes,Dolichos (Njahi),Bag,90,KES7079.00,10/1/2013 0:00
Legumes,Green Gram,Bag,90,KES7461.00,10/1/2013 0:00
Legumes,Cowpeas,Bag,90,KES5322.00,10/1/2013 0:00
Legumes,Fresh Peas,Bag,51,KES2537.00,10/1/2013 0:00
Legumes,Groundnuts,Bag,110,KES11555.00,10/1/2013 0:00
Roots & Tubers,Red Irish Potatoes,Bag,110,KES3124.00,10/1/2013 0:00
Roots & Tubers,White Irish Potatoes,Bag,110,KES3014.00,10/1/2013 0:00
Roots & Tubers,Cassava Fresh,Bag,99,KES1896.00,10/1/2013 0:00
Roots & Tubers,Sweet Potatoes,Bag,98,KES2746.00,10/1/2013 0:00
Cereals,Dry Maize,Bag,90,KES3033.00,11/1/2013 0:00
Cereals,Green Maize,Ext Bag,115,KES2836.00,11/1/2013 0:00
Cereals,Finger Millet,Bag,90,KES6072.00,11/1/2013 0:00
Cereals,Sorghum,Bag,90,KES3780.00,11/1/2013 0:00
Cereals,Wheat,Bag,90,KES3697.00,11/1/2013 0:00
Legumes,Beans Canadian,Bag,90,KES6225.00,11/1/2013 0:00
Legumes,Beans Rosecoco,Bag,90,KES5973.00,11/1/2013 0:00
Legumes,Beans Mwitemania,Bag,90,KES5374.00,11/1/2013 0:00
Legumes,Mwezi Moja,Bag,90,KES5939.00,11/1/2013 0:00
Legumes,Dolichos (Njahi),Bag,90,KES7127.00,11/1/2013 0:00
Legumes,Green Gram,Bag,90,KES7916.00,11/1/2013 0:00
Legumes,Cowpeas,Bag,90,KES5782.00,11/1/2013 0:00
Legumes,Fresh Peas,Bag,51,KES2272.00,11/1/2013 0:00
Legumes,Groundnuts,Bag,110,KES11877.00,11/1/2013 0:00
Roots & Tubers,Red Irish Potatoes,Bag,110,KES3326.00,11/1/2013 0:00
Roots & Tubers,White Irish Potatoes,Bag,110,KES3291.00,11/1/2013 0:00
Roots & Tubers,Cassava Fresh,Bag,99,KES2023.00,11/1/2013 0:00
Roots & Tubers,Sweet Potatoes,Bag,98,KES2862.00,11/1/2013 0:00
Cereals,Dry Maize,Bag,90,KES3037.00,12/1/2013 0:00
Cereals,Green Maize,Ext Bag,115,KES3050.00,12/1/2013 0:00
Cereals,Finger Millet,Bag,90,KES5823.00,12/1/2013 0:00
Cereals,Sorghum,Bag,90,KES3851.00,12/1/2013 0:00
Cereals,Wheat,Bag,90,KES4144.00,12/1/2013 0:00
Legumes,Beans Canadian,Bag,90,KES5978.00,12/1/2013 0:00
Legumes,Beans Rosecoco,Bag,90,KES5942.00,12/1/2013 0:00
Legumes,Beans Mwitemania,Bag,90,KES5397.00,12/1/2013 0:00
Legumes,Mwezi Moja,Bag,90,KES5813.00,12/1/2013 0:00
Legumes,Dolichos (Njahi),Bag,90,KES7429.00,12/1/2013 0:00
Legumes,Green Gram,Bag,90,KES7916.00,12/1/2013 0:00
Legumes,Cowpeas,Bag,90,KES5702.00,12/1/2013 0:00
Legumes,Fresh Peas,Bag,51,KES2762.00,12/1/2013 0:00
Legumes,Groundnuts,Bag,110,KES11417.00,12/1/2013 0:00
Roots & Tubers,Red Irish Potatoes,Bag,110,KES3019.00,12/1/2013 0:00
Roots & Tubers,White Irish Potatoes,Bag,110,KES2967.00,12/1/2013 0:00
Roots & Tubers,Cassava Fresh,Bag,99,KES2068.00,12/1/2013 0:00
Roots & Tubers,Sweet Potatoes,Bag,98,KES2777.00,12/1/2013 0:00
Cereals,Dry Maize,Bag,90,KES2435.00,1/1/2015 0:00
Cereals,Green Maize,Ext Bag,115,KES3237.00,1/1/2015 0:00
Cereals,Finger Millet,Bag,90,KES6868.00,1/1/2015 0:00
Cereals,Sorghum,Bag,90,KES3756.00,1/1/2015 0:00
Cereals,Wheat,Bag,90,KES3477.00,1/1/2015 0:00
Legumes,Beans Canadian,Bag,90,KES6277.00,1/1/2015 0:00
Legumes,Beans Rosecoco,Bag,90,KES6111.00,1/1/2015 0:00
Legumes,Beans Mwitemania,Bag,90,KES5871.00,1/1/2015 0:00
Legumes,Mwezi Moja,Bag,90,KES5349.00,1/1/2015 0:00
Legumes,Dolichos (Njahi),Bag,90,KES7042.00,1/1/2015 0:00
Legumes,Green Gram,Bag,90,KES11143.00,1/1/2015 0:00
Legumes,Cowpeas,Bag,90,KES6764.00,1/1/2015 0:00
Legumes,Fresh Peas,Bag,51,KES2461.00,1/1/2015 0:00
Legumes,Groundnuts,Bag,110,KES11559.00,1/1/2015 0:00
Roots & Tubers,Red Irish Potatoes,Bag,110,KES2490.00,1/1/2015 0:00
Roots & Tubers,White Irish Potatoes,Bag,110,KES2515.00,1/1/2015 0:00
Roots & Tubers,Cassava Fresh,Bag,99,KES1753.00,1/1/2015 0:00
Roots & Tubers,Sweet Potatoes,Bag,98,KES2677.00,1/1/2015 0:00
Cereals,Dry Maize,Bag,90,KES2417.00,2/1/2015 0:00
Cereals,Green Maize,Ext Bag,115,KES2653.00,2/1/2015 0:00
Cereals,Finger Millet,Bag,90,KES6906.00,2/1/2015 0:00
Cereals,Sorghum,Bag,90,KES4202.00,2/1/2015 0:00
Cereals,Wheat,Bag,90,KES3662.00,2/1/2015 0:00
Legumes,Beans Canadian,Bag,90,KES6151.00,2/1/2015 0:00
Legumes,Beans Rosecoco,Bag,90,KES6484.00,2/1/2015 0:00
Legumes,Beans Mwitemania,Bag,90,KES6269.00,2/1/2015 0:00
Legumes,Mwezi Moja,Bag,90,KES4783.00,2/1/2015 0:00
Legumes,Dolichos (Njahi),Bag,90,KES8023.00,2/1/2015 0:00
Legumes,Green Gram,Bag,90,KES11535.00,2/1/2015 0:00
Legumes,Cowpeas,Bag,90,KES7208.00,2/1/2015 0:00
Legumes,Fresh Peas,Bag,51,KES2511.00,2/1/2015 0:00
Legumes,Groundnuts,Bag,110,KES11926.00,2/1/2015 0:00
Roots & Tubers,Red Irish Potatoes,Bag,110,KES2761.00,2/1/2015 0:00
Roots & Tubers,White Irish Potatoes,Bag,110,KES2690.00,2/1/2015 0:00
Roots & Tubers,Cassava Fresh,Bag,99,KES1893.00,2/1/2015 0:00
Roots & Tubers,Sweet Potatoes,Bag,98,KES2541.00,2/1/2015 0:00
Cereals,Dry Maize,Bag,90,KES2473.00,3/1/2015 0:00
Cereals,Green Maize,Ext Bag,115,KES2795.00,3/1/2015 0:00
Cereals,Finger Millet,Bag,90,KES6916.00,3/1/2015 0:00
Cereals,Sorghum,Bag,90,KES4183.00,3/1/2015 0:00
Cereals,Wheat,Bag,90,KES3739.00,3/1/2015 0:00
Legumes,Beans Canadian,Bag,90,KES6525.00,3/1/2015 0:00
Legumes,Beans Rosecoco,Bag,90,KES6850.00,3/1/2015 0:00
Legumes,Beans Mwitemania,Bag,90,KES6321.00,3/1/2015 0:00
Legumes,Mwezi Moja,Bag,90,KES5382.00,3/1/2015 0:00
Legumes,Dolichos (Njahi),Bag,90,KES8228.00,3/1/2015 0:00
Legumes,Green Gram,Bag,90,KES11315.00,3/1/2015 0:00
Legumes,Cowpeas,Bag,90,KES7436.00,3/1/2015 0:00
Legumes,Fresh Peas,Bag,51,KES3015.00,3/1/2015 0:00
Legumes,Groundnuts,Bag,110,,3/1/2015 0:00
Roots & Tubers,Red Irish Potatoes,Bag,110,KES2686.00,3/1/2015 0:00
Roots & Tubers,White Irish Potatoes,Bag,110,KES2556.00,3/1/2015 0:00
Roots & Tubers,Cassava Fresh,Bag,99,KES1940.00,3/1/2015 0:00
Roots & Tubers,Sweet Potatoes,Bag,98,KES2687.00,3/1/2015 0:00
Cereals,Dry Maize,Bag,90,KES2796.00,4/1/2015 0:00
Cereals,Green Maize,Ext Bag,115,KES3567.00,4/1/2015 0:00
Cereals,Finger Millet,Bag,90,KES7149.00,4/1/2015 0:00
Cereals,Sorghum,Bag,90,KES3816.00,4/1/2015 0:00
Cereals,Wheat,Bag,90,KES3628.00,4/1/2015 0:00
Legumes,Beans Canadian,Bag,90,KES7148.00,4/1/2015 0:00
Legumes,Beans Rosecoco,Bag,90,KES7124.00,4/1/2015 0:00
Legumes,Beans Mwitemania,Bag,90,KES6402.00,4/1/2015 0:00
Legumes,Mwezi Moja,Bag,90,KES5798.00,4/1/2015 0:00
Legumes,Dolichos (Njahi),Bag,90,KES9182.00,4/1/2015 0:00
Legumes,Green Gram,Bag,90,KES11454.00,4/1/2015 0:00
Legumes,Cowpeas,Bag,90,KES6983.00,4/1/2015 0:00
Legumes,Fresh Peas,Bag,51,KES3842.00,4/1/2015 0:00
Legumes,Groundnuts,Bag,110,,4/1/2015 0:00
Roots & Tubers,Red Irish Potatoes,Bag,110,KES3502.00,4/1/2015 0:00
Roots & Tubers,White Irish Potatoes,Bag,110,KES3511.00,4/1/2015 0:00
Roots & Tubers,Cassava Fresh,Bag,99,KES1941.00,4/1/2015 0:00
Roots & Tubers,Sweet Potatoes,Bag,98,KES2819.00,4/1/2015 0:00
Cereals,Dry Maize,Bag,90,KES2925.00,5/1/2015 0:00
Cereals,Green Maize,Ext Bag,115,KES3872.00,5/1/2015 0:00
Cereals,Finger Millet,Bag,90,KES7216.00,5/1/2015 0:00
Cereals,Sorghum,Bag,90,KES3877.00,5/1/2015 0:00
Cereals,Wheat,Bag,90,KES3653.00,5/1/2015 0:00
Legumes,Beans Canadian,Bag,90,KES7453.00,5/1/2015 0:00
Legumes,Beans Rosecoco,Bag,90,KES7522.00,5/1/2015 0:00
Legumes,Beans Mwitemania,Bag,90,KES6903.00,5/1/2015 0:00
Legumes,Mwezi Moja,Bag,90,KES6426.00,5/1/2015 0:00
Legumes,Dolichos (Njahi),Bag,90,KES10486.00,5/1/2015 0:00
Legumes,Green Gram,Bag,90,KES11905.00,5/1/2015 0:00
Legumes,Cowpeas,Bag,90,KES7509.00,5/1/2015 0:00
Legumes,Fresh Peas,Bag,51,KES3924.00,5/1/2015 0:00
Legumes,Groundnuts,Bag,110,KES12802.00,5/1/2015 0:00
Roots & Tubers,Red Irish Potatoes,Bag,110,KES3812.00,5/1/2015 0:00
Roots & Tubers,White Irish Potatoes,Bag,110,KES3935.00,5/1/2015 0:00
Roots & Tubers,Cassava Fresh,Bag,99,KES1883.00,5/1/2015 0:00
Roots & Tubers,Sweet Potatoes,Bag,98,KES2928.00,5/1/2015 0:00
Cereals,Dry Maize,Bag,90,KES2883.00,6/1/2015 0:00
Cereals,Green Maize,Ext Bag,115,KES3466.00,6/1/2015 0:00
Cereals,Finger Millet,Bag,90,KES7155.00,6/1/2015 0:00
Cereals,Sorghum,Bag,90,KES3845.00,6/1/2015 0:00
Cereals,Wheat,Bag,90,KES3747.00,6/1/2015 0:00
Legumes,Beans Canadian,Bag,90,KES7471.00,6/1/2015 0:00
Legumes,Beans Rosecoco,Bag,90,KES7186.00,6/1/2015 0:00
Legumes,Beans Mwitemania,Bag,90,KES6535.00,6/1/2015 0:00
Legumes,Mwezi Moja,Bag,90,KES7279.00,6/1/2015 0:00
Legumes,Dolichos (Njahi),Bag,90,KES9988.00,6/1/2015 0:00
Legumes,Green Gram,Bag,90,KES10722.00,6/1/2015 0:00
Legumes,Cowpeas,Bag,90,KES7315.00,6/1/2015 0:00
Legumes,Fresh Peas,Bag,51,KES3505.00,6/1/2015 0:00
Legumes,Groundnuts,Bag,110,KES12797.00,6/1/2015 0:00
Roots & Tubers,Red Irish Potatoes,Bag,110,KES2776.00,6/1/2015 0:00
Roots & Tubers,White Irish Potatoes,Bag,110,KES2978.00,6/1/2015 0:00
Roots & Tubers,Cassava Fresh,Bag,99,KES2124.00,6/1/2015 0:00
Roots & Tubers,Sweet Potatoes,Bag,98,KES2705.00,6/1/2015 0:00
Cereals,Dry Maize,Bag,90,KES2969.00,7/1/2015 0:00
Cereals,Green Maize,Ext Bag,115,KES2860.00,7/1/2015 0:00
Cereals,Finger Millet,Bag,90,KES6883.00,7/1/2015 0:00
Cereals,Sorghum,Bag,90,KES3856.00,7/1/2015 0:00
Cereals,Wheat,Bag,90,KES3915.00,7/1/2015 0:00
Legumes,Beans Canadian,Bag,90,KES6595.00,7/1/2015 0:00
Legumes,Beans Rosecoco,Bag,90,KES6302.00,7/1/2015 0:00
Legumes,Beans Mwitemania,Bag,90,KES5685.00,7/1/2015 0:00
Legumes,Mwezi Moja,Bag,90,KES6201.00,7/1/2015 0:00
Legumes,Dolichos (Njahi),Bag,90,KES10509.00,7/1/2015 0:00
Legumes,Green Gram,Bag,90,KES10252.00,7/1/2015 0:00
Legumes,Cowpeas,Bag,90,KES6525.00,7/1/2015 0:00
Legumes,Fresh Peas,Bag,51,KES2525.00,7/1/2015 0:00
Legumes,Groundnuts,Bag,110,KES13713.00,7/1/2015 0:00
Roots & Tubers,Red Irish Potatoes,Bag,110,KES1840.00,7/1/2015 0:00
Roots & Tubers,White Irish Potatoes,Bag,110,KES2002.00,7/1/2015 0:00
Roots & Tubers,Cassava Fresh,Bag,99,KES1912.00,7/1/2015 0:00
Roots & Tubers,Sweet Potatoes,Bag,98,KES2764.00,7/1/2015 0:00
Cereals,Dry Maize,Bag,90,KES2910.00,8/25/2015 0:00
Cereals,Green Maize,Ext Bag,115,KES2557.00,8/25/2015 0:00
Cereals,Finger Millet,Bag,90,KES6714.00,8/25/2015 0:00
Cereals,Sorghum,Bag,90,KES3683.00,8/25/2015 0:00
Cereals,Wheat,Bag,90,KES3674.00,8/25/2015 0:00
Legumes,Beans Canadian,Bag,90,KES6187.00,8/25/2015 0:00
Legumes,Beans Rosecoco,Bag,90,KES5850.00,8/25/2015 0:00
Legumes,Beans Mwitemania,Bag,90,KES5277.00,8/25/2015 0:00
Legumes,Mwezi Moja,Bag,90,KES5579.00,8/25/2015 0:00
Legumes,Dolichos (Njahi),Bag,90,KES10733.00,8/25/2015 0:00
Legumes,Green Gram,Bag,90,KES9354.00,8/25/2015 0:00
Legumes,Cowpeas,Bag,90,KES6291.00,8/25/2015 0:00
Legumes,Fresh Peas,Bag,51,KES2078.00,8/25/2015 0:00
Legumes,Groundnuts,Bag,110,KES12313.00,8/25/2015 0:00
Roots & Tubers,Red Irish Potatoes,Bag,110,KES1823.00,8/25/2015 0:00
Roots & Tubers,White Irish Potatoes,Bag,110,KES1915.00,8/25/2015 0:00
Roots & Tubers,Cassava Fresh,Bag,99,KES1907.00,8/25/2015 0:00
Roots & Tubers,Sweet Potatoes,Bag,98,KES2723.00,8/25/2015 0:00
Cereals,Dry Maize,Bag,90,KES2726.00,9/25/2015 0:00
Cereals,Green Maize,Ext Bag,115,KES2415.00,9/25/2015 0:00
Cereals,Finger Millet,Bag,90,KES6568.00,9/25/2015 0:00
Cereals,Sorghum,Bag,90,KES3683.00,9/25/2015 0:00
Cereals,Wheat,Bag,90,KES3493.00,9/25/2015 0:00
Legumes,Beans Canadian,Bag,90,KES5939.00,9/25/2015 0:00
Legumes,Beans Rosecoco,Bag,90,KES5794.00,9/25/2015 0:00
Legumes,Beans Mwitemania,Bag,90,KES5171.00,9/25/2015 0:00
Legumes,Mwezi Moja,Bag,90,KES5367.00,9/25/2015 0:00
Legumes,Dolichos (Njahi),Bag,90,KES10751.00,9/25/2015 0:00
Legumes,Green Gram,Bag,90,KES9266.00,9/25/2015 0:00
Legumes,Cowpeas,Bag,90,KES6203.00,9/25/2015 0:00
Legumes,Fresh Peas,Bag,51,KES2192.00,9/25/2015 0:00
Legumes,Groundnuts,Bag,110,KES12575.00,9/25/2015 0:00
Roots & Tubers,Red Irish Potatoes,Bag,110,KES2518.00,9/25/2015 0:00
Roots & Tubers,White Irish Potatoes,Bag,110,KES2656.00,9/25/2015 0:00
Roots & Tubers,Cassava Fresh,Bag,99,KES1991.00,9/25/2015 0:00
Roots & Tubers,Sweet Potatoes,Bag,98,KES2801.00,9/25/2015 0:00
Cereals,Dry Maize,Bag,90,KES2718.00,10/25/2015 0:00
Cereals,Green Maize,Ext Bag,115,KES2490.00,10/25/2015 0:00
Cereals,Finger Millet,Bag,90,KES6598.00,10/25/2015 0:00
Cereals,Sorghum,Bag,90,KES3784.00,10/25/2015 0:00
Cereals,Wheat,Bag,90,KES3519.00,10/25/2015 0:00
Legumes,Beans Canadian,Bag,90,KES6125.00,10/25/2015 0:00
Legumes,Beans Rosecoco,Bag,90,KES6088.00,10/25/2015 0:00
Legumes,Beans Mwitemania,Bag,90,KES5603.00,10/25/2015 0:00
Legumes,Mwezi Moja,Bag,90,KES5617.00,10/25/2015 0:00
Legumes,Dolichos (Njahi),Bag,90,KES10546.00,10/25/2015 0:00
Legumes,Green Gram,Bag,90,KES9582.00,10/25/2015 0:00
Legumes,Cowpeas,Bag,90,KES6265.00,10/25/2015 0:00
Legumes,Fresh Peas,Bag,51,KES2587.00,10/25/2015 0:00
Legumes,Groundnuts,Bag,110,KES12691.00,10/25/2015 0:00
Roots & Tubers,Red Irish Potatoes,Bag,110,KES2975.00,10/25/2015 0:00
Roots & Tubers,White Irish Potatoes,Bag,110,KES3139.00,10/25/2015 0:00
